neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews
Brooklyn,Windsor Terrace,Private room,58,4,18
Manhattan,Midtown,Private room,70,1,2
Manhattan,East Village,Entire home/apt,199,5,4
Brooklyn,East New York,Private room,40,1,56
Manhattan,Roosevelt Island,Private room,150,1,0
Manhattan,Harlem,Private room,35,5,19
Brooklyn,Crown Heights,Private room,75,2,2
Manhattan,Kips Bay,Entire home/apt,102,1,3
Manhattan,Lower East Side,Private room,109,3,83
Queens,Rosedale,Private room,65,1,45
Manhattan,Upper East Side,Entire home/apt,185,2,7
Manhattan,SoHo,Entire home/apt,105,30,2
Queens,Laurelton,Private room,42,2,54
Manhattan,East Village,Private room,60,5,0
Manhattan,Upper West Side,Entire home/apt,215,5,1
Queens,Astoria,Private room,150,2,2
Brooklyn,Crown Heights,Private room,72,3,6
Queens,Sunnyside,Private room,70,2,35
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,4,9
Brooklyn,Williamsburg,Private room,79,3,176
Queens,Astoria,Private room,36,1,0
Manhattan,West Village,Entire home/apt,110,6,1
Queens,College Point,Private room,55,1,51
Bronx,Fordham,Entire home/apt,223,3,0
Manhattan,East Village,Entire home/apt,210,28,2
Brooklyn,Bay Ridge,Entire home/apt,165,20,0
Manhattan,Upper East Side,Entire home/apt,145,1,3
Brooklyn,Park Slope,Private room,55,2,2
Brooklyn,Bedford-Stuyvesant,Private room,119,2,0
Manhattan,Chelsea,Private room,100,4,0
Queens,Woodhaven,Private room,70,2,53
Queens,Kew Gardens,Private room,50,2,5
Manhattan,Midtown,Entire home/apt,400,2,5
Bronx,Mott Haven,Entire home/apt,100,1,2
Brooklyn,South Slope,Entire home/apt,115,3,185
Brooklyn,Bushwick,Private room,65,2,4
Manhattan,Upper East Side,Entire home/apt,95,14,2
Manhattan,East Harlem,Entire home/apt,300,1,5
Manhattan,Upper East Side,Entire home/apt,225,31,10
Brooklyn,East Flatbush,Entire home/apt,89,2,74
Brooklyn,East New York,Private room,38,7,3
Manhattan,Harlem,Entire home/apt,130,31,31
Manhattan,Nolita,Entire home/apt,200,1,1
Brooklyn,Williamsburg,Entire home/apt,350,3,2
Manhattan,Chinatown,Entire home/apt,170,3,22
Brooklyn,Gowanus,Entire home/apt,55,9,0
Bronx,Wakefield,Entire home/apt,79,3,18
Brooklyn,Sheepshead Bay,Private room,50,1,8
Queens,Jackson Heights,Entire home/apt,115,2,3
Manhattan,West Village,Entire home/apt,175,2,7
Brooklyn,Sheepshead Bay,Entire home/apt,100,3,23
Brooklyn,South Slope,Private room,149,2,16
Brooklyn,Canarsie,Entire home/apt,120,2,193
Queens,Ridgewood,Private room,90,1,57
Brooklyn,Greenpoint,Private room,70,4,6
Manhattan,SoHo,Entire home/apt,205,1,2
Manhattan,Hell's Kitchen,Entire home/apt,300,1,0
Brooklyn,Bedford-Stuyvesant,Private room,45,1,1
Manhattan,East Village,Entire home/apt,135,3,49
Queens,Astoria,Private room,81,1,3
Manhattan,Greenwich Village,Entire home/apt,196,2,15
Manhattan,Midtown,Private room,100,1,8
Brooklyn,Park Slope,Entire home/apt,180,60,0
Brooklyn,Williamsburg,Private room,75,2,1
Manhattan,Roosevelt Island,Shared room,55,7,0
Queens,Long Island City,Entire home/apt,160,2,2
Queens,Flushing,Entire home/apt,132,30,0
Brooklyn,Clinton Hill,Private room,70,3,0
Manhattan,East Village,Private room,120,3,90
Brooklyn,Sunset Park,Entire home/apt,300,3,86
Brooklyn,Bedford-Stuyvesant,Private room,23,3,2
Manhattan,Chelsea,Entire home/apt,180,5,0
Queens,Astoria,Entire home/apt,50,4,1
Manhattan,Upper East Side,Private room,90,1,4
Brooklyn,Williamsburg,Private room,10,1,0
Brooklyn,Bushwick,Private room,65,5,0
Queens,Long Island City,Shared room,40,3,1
Manhattan,East Village,Private room,95,3,23
Manhattan,Harlem,Entire home/apt,300,2,26
Brooklyn,Bedford-Stuyvesant,Private room,65,3,9
Brooklyn,Red Hook,Private room,45,2,17
Manhattan,Hell's Kitchen,Private room,160,8,1
Manhattan,Upper East Side,Entire home/apt,300,3,5
Manhattan,Harlem,Entire home/apt,110,6,5
Brooklyn,Bedford-Stuyvesant,Private room,45,3,2
Brooklyn,Bushwick,Private room,60,3,0
Brooklyn,Sunset Park,Private room,40,1,8
Brooklyn,Bedford-Stuyvesant,Private room,95,1,22
Manhattan,East Village,Entire home/apt,175,2,7
Queens,Ridgewood,Private room,30,15,0
Manhattan,Two Bridges,Private room,100,3,0
Brooklyn,Greenpoint,Entire home/apt,150,2,115
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,165
Manhattan,Midtown,Entire home/apt,239,30,0
Brooklyn,East New York,Private room,40,1,9
Manhattan,Chelsea,Private room,105,1,1
Brooklyn,Crown Heights,Entire home/apt,180,1,0
Queens,Woodhaven,Entire home/apt,85,2,74
Manhattan,Hell's Kitchen,Private room,150,1,7
Manhattan,Chelsea,Entire home/apt,100,3,11
Brooklyn,Williamsburg,Entire home/apt,139,4,12
Manhattan,Hell's Kitchen,Entire home/apt,365,30,0
Manhattan,Hell's Kitchen,Entire home/apt,150,14,0
Manhattan,Hell's Kitchen,Entire home/apt,265,2,88
Manhattan,East Village,Shared room,75,1,40
Brooklyn,Gowanus,Private room,35,1,0
Brooklyn,Clinton Hill,Private room,200,3,2
Queens,Woodhaven,Private room,65,3,7
Manhattan,Kips Bay,Entire home/apt,149,5,1
Brooklyn,Midwood,Private room,58,2,12
Brooklyn,Williamsburg,Private room,100,2,3
Manhattan,East Harlem,Entire home/apt,229,30,6
Manhattan,East Harlem,Private room,70,2,73
Manhattan,Harlem,Private room,100,1,58
Brooklyn,Cypress Hills,Private room,89,1,23
Manhattan,West Village,Entire home/apt,300,1,7
Brooklyn,Greenpoint,Private room,53,7,7
Brooklyn,Williamsburg,Entire home/apt,60,10,1
Queens,Corona,Entire home/apt,125,1,16
Manhattan,Tribeca,Entire home/apt,700,1,8
Queens,Astoria,Private room,38,4,19
Queens,Kew Gardens Hills,Private room,50,2,2
Staten Island,Stapleton,Entire home/apt,450,5,0
Manhattan,Greenwich Village,Entire home/apt,175,3,0
Brooklyn,Kensington,Private room,110,1,0
Brooklyn,East Flatbush,Private room,67,3,6
Brooklyn,Fort Greene,Entire home/apt,400,2,120
Brooklyn,Williamsburg,Private room,125,2,0
Brooklyn,Crown Heights,Private room,60,1,2
Brooklyn,Cobble Hill,Private room,69,2,13
Manhattan,East Harlem,Private room,99,3,25
Brooklyn,Williamsburg,Private room,65,2,12
Manhattan,Midtown,Entire home/apt,133,6,22
Brooklyn,Prospect-Lefferts Gardens,Private room,100,1,14
Manhattan,Midtown,Entire home/apt,350,6,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,2,42
Manhattan,Harlem,Private room,50,1,3
Brooklyn,Bedford-Stuyvesant,Private room,45,7,8
Manhattan,East Village,Private room,250,1,2
Manhattan,Chelsea,Entire home/apt,93,110,12
Manhattan,East Village,Entire home/apt,245,30,0
Manhattan,Hell's Kitchen,Private room,250,4,0
Bronx,Longwood,Private room,680,1,0
Brooklyn,Flatbush,Private room,65,2,12
Manhattan,Chelsea,Entire home/apt,249,4,0
Manhattan,Washington Heights,Private room,85,1,9
Manhattan,East Harlem,Entire home/apt,110,31,235
Brooklyn,Crown Heights,Private room,35,30,7
Brooklyn,Bedford-Stuyvesant,Private room,100,2,0
Manhattan,East Village,Entire home/apt,140,30,4
Brooklyn,Prospect Heights,Entire home/apt,320,3,39
Brooklyn,Bushwick,Entire home/apt,69,3,64
Manhattan,Financial District,Entire home/apt,250,5,0
Queens,Flushing,Private room,38,1,69
Brooklyn,Crown Heights,Entire home/apt,120,2,1
Brooklyn,Williamsburg,Private room,118,3,5
Brooklyn,Windsor Terrace,Entire home/apt,450,3,3
Brooklyn,Carroll Gardens,Entire home/apt,250,2,82
Brooklyn,Crown Heights,Private room,100,3,3
Brooklyn,Clinton Hill,Entire home/apt,750,3,32
Brooklyn,East New York,Private room,39,2,54
Brooklyn,Crown Heights,Entire home/apt,115,1,0
Manhattan,Upper West Side,Entire home/apt,212,21,45
Manhattan,Midtown,Private room,699,3,1
Manhattan,Chelsea,Entire home/apt,440,2,1
Manhattan,Harlem,Entire home/apt,179,2,143
Queens,Bayswater,Entire home/apt,151,2,33
Brooklyn,Fort Greene,Private room,55,1,1
Queens,Long Island City,Private room,95,3,56
Queens,Ridgewood,Private room,45,30,1
Brooklyn,Williamsburg,Entire home/apt,200,2,14
Brooklyn,Williamsburg,Entire home/apt,136,4,4
Brooklyn,Crown Heights,Private room,85,1,32
Manhattan,Harlem,Private room,79,30,185
Manhattan,Hell's Kitchen,Private room,99,7,5
Queens,East Elmhurst,Private room,48,1,436
Manhattan,Washington Heights,Entire home/apt,189,3,8
Brooklyn,Sheepshead Bay,Private room,99,2,10
Manhattan,Hell's Kitchen,Shared room,400,2,0
Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401
Manhattan,Theater District,Private room,197,3,18
Brooklyn,Bedford-Stuyvesant,Private room,70,1,4
Brooklyn,Bushwick,Entire home/apt,115,2,9
Brooklyn,Bedford-Stuyvesant,Private room,55,1,3
Manhattan,Kips Bay,Entire home/apt,159,30,5
Brooklyn,Crown Heights,Entire home/apt,171,3,61
Brooklyn,Bushwick,Shared room,50,1,24
Brooklyn,Park Slope,Entire home/apt,285,2,25
Brooklyn,Bushwick,Entire home/apt,120,2,6
Manhattan,Murray Hill,Entire home/apt,599,4,11
Manhattan,Harlem,Entire home/apt,175,2,142
Brooklyn,Williamsburg,Private room,150,1,9
Brooklyn,Bedford-Stuyvesant,Private room,80,3,6
Manhattan,Upper East Side,Private room,110,1,1
Brooklyn,Bedford-Stuyvesant,Private room,47,3,32
Manhattan,Hell's Kitchen,Shared room,75,1,53
Manhattan,Hell's Kitchen,Private room,100,7,0
Brooklyn,Bedford-Stuyvesant,Private room,55,1,31
Brooklyn,Flatbush,Private room,70,3,3
Manhattan,Harlem,Entire home/apt,165,2,21
Manhattan,Kips Bay,Entire home/apt,250,5,69
Brooklyn,Bay Ridge,Entire home/apt,125,7,1
Brooklyn,Gowanus,Entire home/apt,132,1,1
Manhattan,Gramercy,Entire home/apt,250,365,0
Manhattan,West Village,Private room,150,1,1
Manhattan,Greenwich Village,Entire home/apt,410,31,40
Manhattan,East Village,Entire home/apt,170,30,136
Manhattan,Harlem,Entire home/apt,100,6,0
Manhattan,East Harlem,Private room,85,3,89
Brooklyn,Gowanus,Private room,169,1,2
Brooklyn,Sunset Park,Private room,45,4,0
Brooklyn,Bushwick,Private room,100,1,23
Manhattan,Upper West Side,Shared room,76,2,158
Manhattan,Washington Heights,Private room,50,1,43
Manhattan,Tribeca,Private room,97,1,4
Manhattan,Roosevelt Island,Entire home/apt,1400,90,31
Manhattan,Chelsea,Entire home/apt,250,3,2
Brooklyn,Williamsburg,Private room,53,2,2
Brooklyn,Bushwick,Entire home/apt,100,4,0
Queens,Astoria,Entire home/apt,135,2,135
Queens,East Elmhurst,Private room,60,1,257
Manhattan,Midtown,Entire home/apt,240,2,5
Manhattan,Harlem,Shared room,235,14,8
Manhattan,Harlem,Private room,83,7,18
Manhattan,Gramercy,Entire home/apt,540,2,53
Brooklyn,Williamsburg,Entire home/apt,150,10,1
Brooklyn,East Flatbush,Private room,53,2,2
Manhattan,Upper West Side,Private room,88,7,3
Brooklyn,Columbia St,Entire home/apt,98,2,14
Manhattan,Midtown,Entire home/apt,225,30,0
Queens,Woodside,Private room,41,30,0
Brooklyn,East Flatbush,Shared room,22,30,0
Brooklyn,Williamsburg,Entire home/apt,185,2,1
Manhattan,Harlem,Private room,90,2,82
Brooklyn,Crown Heights,Entire home/apt,170,3,28
Manhattan,Kips Bay,Entire home/apt,210,30,0
Manhattan,East Village,Entire home/apt,280,1,8
Manhattan,East Village,Private room,80,1,338
Manhattan,East Village,Entire home/apt,111,3,51
Brooklyn,Bushwick,Entire home/apt,89,4,123
Brooklyn,Bedford-Stuyvesant,Private room,34,2,1
Queens,Ozone Park,Entire home/apt,188,2,5
Manhattan,Morningside Heights,Private room,85,1,66
Manhattan,Hell's Kitchen,Entire home/apt,500,1,4
Brooklyn,Greenpoint,Shared room,35,3,15
Manhattan,Kips Bay,Entire home/apt,235,3,2
Queens,Arverne,Private room,75,2,3
Manhattan,Chelsea,Entire home/apt,248,30,0
Brooklyn,Clinton Hill,Entire home/apt,105,1,54
Brooklyn,Williamsburg,Entire home/apt,175,2,16
Brooklyn,Crown Heights,Entire home/apt,225,3,76
Brooklyn,Williamsburg,Private room,100,1,1
Brooklyn,Prospect Heights,Private room,75,1,1
Queens,Ridgewood,Private room,40,2,1
Queens,Flushing,Private room,140,2,1
Manhattan,Upper East Side,Entire home/apt,200,30,4
Manhattan,Midtown,Entire home/apt,189,29,3
Brooklyn,Bedford-Stuyvesant,Private room,55,1,119
Brooklyn,East New York,Private room,48,1,1
Queens,Rosedale,Private room,55,1,9
Manhattan,Lower East Side,Private room,75,1,1
Brooklyn,Sunset Park,Private room,40,2,119
Manhattan,Harlem,Private room,65,4,4
Queens,Jamaica,Private room,79,1,61
Manhattan,Harlem,Entire home/apt,134,7,0
Manhattan,East Village,Entire home/apt,270,2,0
Manhattan,Greenwich Village,Entire home/apt,175,2,5
Brooklyn,Williamsburg,Entire home/apt,150,2,13
Brooklyn,Bay Ridge,Private room,54,1,8
Manhattan,East Village,Private room,110,1,26
Brooklyn,Crown Heights,Private room,29,2,97
Brooklyn,Bedford-Stuyvesant,Private room,60,1,6
Manhattan,East Harlem,Private room,185,2,98
Manhattan,Upper West Side,Entire home/apt,10000,30,0
Manhattan,Upper West Side,Entire home/apt,180,30,9
Manhattan,West Village,Entire home/apt,459,30,0
Manhattan,Lower East Side,Entire home/apt,400,3,8
Brooklyn,Crown Heights,Entire home/apt,105,2,17
Manhattan,SoHo,Entire home/apt,165,2,0
Queens,Springfield Gardens,Private room,70,2,12
Brooklyn,Kensington,Entire home/apt,90,30,3
Brooklyn,East Flatbush,Shared room,40,30,3
Brooklyn,South Slope,Entire home/apt,151,2,0
Queens,Astoria,Private room,60,1,6
Manhattan,Harlem,Entire home/apt,105,2,3
Brooklyn,Williamsburg,Entire home/apt,95,2,0
Brooklyn,Williamsburg,Entire home/apt,245,5,32
Brooklyn,Prospect Heights,Entire home/apt,115,15,4
Manhattan,Harlem,Private room,30,8,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,4,5
Brooklyn,Flatbush,Entire home/apt,219,2,119
Brooklyn,Williamsburg,Private room,120,2,13
Brooklyn,Williamsburg,Private room,80,2,1
Manhattan,Harlem,Private room,110,1,23
Queens,Rego Park,Private room,100,1,0
Manhattan,Upper West Side,Private room,115,3,19
Brooklyn,Crown Heights,Shared room,45,1,1
Brooklyn,Bushwick,Private room,150,2,20
Brooklyn,Canarsie,Private room,71,2,2
Manhattan,Upper West Side,Entire home/apt,200,1,0
Brooklyn,Clinton Hill,Entire home/apt,750,1,15
Manhattan,Financial District,Entire home/apt,158,7,0
Brooklyn,Bedford-Stuyvesant,Private room,100,2,13
Manhattan,Hell's Kitchen,Entire home/apt,115,2,0
Manhattan,Washington Heights,Entire home/apt,105,2,0
Manhattan,East Village,Entire home/apt,169,1,5
Queens,Sunnyside,Entire home/apt,260,1,15
Brooklyn,Park Slope,Entire home/apt,150,3,76
Manhattan,Upper East Side,Private room,125,1,210
Staten Island,West Brighton,Private room,40,33,1
Manhattan,East Village,Private room,420,3,182
Brooklyn,Bushwick,Entire home/apt,150,2,11
Manhattan,Upper West Side,Entire home/apt,275,30,10
Manhattan,Harlem,Private room,45,14,5
Manhattan,Midtown,Entire home/apt,333,30,66
Brooklyn,Midwood,Entire home/apt,155,4,1
Manhattan,Hell's Kitchen,Private room,129,3,0
Brooklyn,Flatlands,Private room,200,1,3
Brooklyn,Bedford-Stuyvesant,Private room,65,3,1
Brooklyn,Clinton Hill,Entire home/apt,149,2,20
Manhattan,Lower East Side,Entire home/apt,228,1,1
Brooklyn,Prospect-Lefferts Gardens,Private room,70,2,48
Brooklyn,Fort Greene,Entire home/apt,275,3,62
Queens,Long Island City,Private room,259,2,3
Manhattan,Morningside Heights,Entire home/apt,150,6,1
Queens,Forest Hills,Private room,119,2,21
Manhattan,Chinatown,Private room,100,1,154
Manhattan,Little Italy,Entire home/apt,5250,1,0
Manhattan,Chelsea,Entire home/apt,205,4,17
Manhattan,East Village,Entire home/apt,120,4,21
Brooklyn,Crown Heights,Private room,75,3,1
Queens,Arverne,Entire home/apt,200,2,35
Bronx,Concourse,Private room,45,2,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,3,117
Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,52
Brooklyn,Park Slope,Entire home/apt,100,5,10
Brooklyn,Crown Heights,Private room,47,1,9
Manhattan,Upper East Side,Entire home/apt,100,1,0
Manhattan,Upper West Side,Entire home/apt,294,4,34
Manhattan,Upper East Side,Entire home/apt,97,5,3
Manhattan,Gramercy,Entire home/apt,200,3,6
Brooklyn,Carroll Gardens,Entire home/apt,199,2,116
Brooklyn,Flatbush,Entire home/apt,69,1,0
Manhattan,Kips Bay,Private room,70,1,119
Manhattan,Harlem,Entire home/apt,100,185,0
Queens,Sunnyside,Entire home/apt,119,6,15
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,90,30,32
Brooklyn,Greenpoint,Private room,80,1,2
Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,2,83
Manhattan,Morningside Heights,Entire home/apt,150,2,0
Brooklyn,Bedford-Stuyvesant,Private room,50,20,19
Brooklyn,Fort Hamilton,Entire home/apt,130,2,47
Manhattan,Upper West Side,Entire home/apt,185,3,0
Brooklyn,Fort Greene,Entire home/apt,160,30,1
Manhattan,Chinatown,Entire home/apt,200,2,45
Brooklyn,Williamsburg,Entire home/apt,160,4,68
Brooklyn,Bushwick,Private room,60,1,4
Queens,Howard Beach,Entire home/apt,63,30,2
Manhattan,Financial District,Entire home/apt,250,5,0
Bronx,Melrose,Entire home/apt,125,2,0
Brooklyn,Bedford-Stuyvesant,Private room,60,3,4
Brooklyn,Clinton Hill,Private room,165,2,109
Brooklyn,Bedford-Stuyvesant,Private room,57,30,1
Manhattan,Harlem,Private room,58,1,4
Bronx,Clason Point,Private room,300,1,1
Manhattan,Morningside Heights,Entire home/apt,110,7,0
Manhattan,Civic Center,Entire home/apt,200,1,33
Manhattan,Lower East Side,Private room,90,5,1
Brooklyn,Williamsburg,Private room,60,5,0
Brooklyn,Williamsburg,Private room,58,7,0
Manhattan,Upper West Side,Entire home/apt,150,1,1
Brooklyn,Williamsburg,Entire home/apt,130,5,1
Manhattan,Upper East Side,Entire home/apt,118,3,29
Manhattan,East Harlem,Entire home/apt,319,2,2
Brooklyn,Bedford-Stuyvesant,Private room,50,1,0
Brooklyn,Flatbush,Entire home/apt,87,2,132
Manhattan,Little Italy,Entire home/apt,150,4,3
Queens,Springfield Gardens,Shared room,120,1,16
Brooklyn,Bedford-Stuyvesant,Entire home/apt,97,5,44
Queens,East Elmhurst,Private room,110,1,52
Manhattan,Harlem,Entire home/apt,100,5,0
Manhattan,Chelsea,Entire home/apt,149,2,8
Brooklyn,Sunset Park,Entire home/apt,100,3,0
Brooklyn,South Slope,Private room,72,2,166
Queens,Flushing,Private room,200,2,12
Manhattan,Harlem,Entire home/apt,90,7,0
Manhattan,Roosevelt Island,Private room,110,1,48
Manhattan,Hell's Kitchen,Private room,150,2,0
Brooklyn,Williamsburg,Private room,110,1,3
Manhattan,Hell's Kitchen,Entire home/apt,140,5,17
Brooklyn,Bushwick,Private room,48,1,4
Manhattan,Harlem,Entire home/apt,130,2,133
Manhattan,Midtown,Entire home/apt,225,30,0
Manhattan,Washington Heights,Private room,45,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,1,6
Manhattan,Upper East Side,Entire home/apt,233,30,0
Brooklyn,Bedford-Stuyvesant,Private room,30,1,1
Manhattan,Chelsea,Entire home/apt,350,1,0
Brooklyn,Williamsburg,Private room,105,1,71
Manhattan,Washington Heights,Private room,27,29,1
Queens,Flushing,Private room,50,1,6
Manhattan,East Harlem,Private room,75,1,12
Brooklyn,Williamsburg,Private room,73,21,2
Brooklyn,Bedford-Stuyvesant,Private room,35,2,21
Queens,Forest Hills,Shared room,60,4,45
Brooklyn,Williamsburg,Entire home/apt,175,2,9
Manhattan,Lower East Side,Entire home/apt,195,30,21
Queens,Springfield Gardens,Entire home/apt,95,2,44
Manhattan,Nolita,Entire home/apt,350,1,1
Manhattan,Greenwich Village,Entire home/apt,150,3,15
Manhattan,Lower East Side,Entire home/apt,699,6,0
Queens,Astoria,Shared room,1800,3,5
Brooklyn,Carroll Gardens,Private room,75,5,0
Brooklyn,Fort Hamilton,Private room,55,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,8
Queens,Ridgewood,Entire home/apt,170,4,6
Queens,Ditmars Steinway,Private room,46,7,0
Manhattan,Hell's Kitchen,Entire home/apt,87,30,6
Manhattan,East Harlem,Private room,111,3,9
Bronx,Soundview,Private room,28,2,98
Manhattan,East Harlem,Private room,150,1,0
Manhattan,Hell's Kitchen,Private room,129,1,108
Brooklyn,Bedford-Stuyvesant,Private room,93,1,0
Manhattan,Chinatown,Entire home/apt,160,2,5
Brooklyn,Flatbush,Entire home/apt,102,2,0
Brooklyn,Gowanus,Private room,35,2,112
Queens,Long Island City,Private room,77,3,48
Brooklyn,Cobble Hill,Entire home/apt,285,6,6
Manhattan,Hell's Kitchen,Private room,100,1,35
Manhattan,West Village,Entire home/apt,950,3,28
Manhattan,Washington Heights,Entire home/apt,150,3,36
Brooklyn,Bushwick,Private room,50,1,1
Manhattan,Murray Hill,Entire home/apt,280,30,0
Brooklyn,Greenpoint,Entire home/apt,195,3,11
Brooklyn,Williamsburg,Entire home/apt,165,4,10
Manhattan,East Harlem,Private room,170,2,5
Queens,Jackson Heights,Private room,50,1,0
Brooklyn,Williamsburg,Private room,1600,1,0
Manhattan,Two Bridges,Private room,100,20,2
Manhattan,Upper East Side,Entire home/apt,250,7,8
Manhattan,Hell's Kitchen,Entire home/apt,345,3,2
Manhattan,Midtown,Entire home/apt,195,3,14
Brooklyn,Bushwick,Entire home/apt,110,29,103
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,1
Manhattan,Hell's Kitchen,Shared room,65,1,55
Manhattan,East Village,Entire home/apt,150,35,7
Brooklyn,Bushwick,Private room,70,5,6
Brooklyn,Brooklyn Heights,Entire home/apt,110,1,3
Brooklyn,Flatbush,Private room,50,2,23
Manhattan,Upper West Side,Entire home/apt,180,5,27
Queens,East Elmhurst,Private room,70,1,13
Manhattan,Washington Heights,Private room,38,2,23
Queens,Flushing,Entire home/apt,200,2,93
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,30,7
Manhattan,Murray Hill,Entire home/apt,399,5,0
Queens,Rosedale,Private room,58,1,45
Manhattan,SoHo,Private room,80,180,1
Manhattan,East Harlem,Private room,60,1,0
Brooklyn,Bushwick,Entire home/apt,80,1,0
Brooklyn,Bushwick,Private room,65,5,13
Brooklyn,Williamsburg,Entire home/apt,190,2,84
Brooklyn,Bedford-Stuyvesant,Private room,70,1,87
Manhattan,East Village,Private room,107,1,115
Manhattan,Morningside Heights,Private room,50,5,18
Brooklyn,Brighton Beach,Private room,60,1,18
Manhattan,Nolita,Entire home/apt,150,5,5
Manhattan,Murray Hill,Entire home/apt,138,30,1
Manhattan,Lower East Side,Shared room,35,14,1
Manhattan,Harlem,Private room,100,3,60
Brooklyn,Williamsburg,Private room,75,2,16
Brooklyn,Sunset Park,Entire home/apt,88,14,1
Queens,Elmhurst,Private room,443,1,0
Bronx,Wakefield,Entire home/apt,85,20,10
Bronx,Concourse,Entire home/apt,105,30,18
Brooklyn,Bedford-Stuyvesant,Private room,49,2,6
Manhattan,Washington Heights,Private room,47,1,3
Manhattan,Murray Hill,Entire home/apt,110,15,26
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,32
Brooklyn,Bushwick,Entire home/apt,175,20,11
Manhattan,Hell's Kitchen,Private room,80,3,1
Brooklyn,Downtown Brooklyn,Entire home/apt,225,5,0
Manhattan,Chinatown,Private room,95,1,1
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,4,67
Brooklyn,Canarsie,Private room,27,1,0
Queens,Flushing,Private room,43,2,65
Brooklyn,Clinton Hill,Private room,129,3,103
Manhattan,Hell's Kitchen,Private room,105,1,14
Manhattan,Theater District,Entire home/apt,850,1,24
Manhattan,Financial District,Entire home/apt,225,1,22
Brooklyn,Greenpoint,Entire home/apt,195,3,12
Brooklyn,Fort Greene,Entire home/apt,350,7,0
Brooklyn,Sheepshead Bay,Private room,85,7,0
Manhattan,Upper East Side,Entire home/apt,200,4,102
Manhattan,East Harlem,Entire home/apt,140,3,135
Brooklyn,Bushwick,Private room,45,1,7
Brooklyn,Gowanus,Private room,125,2,50
Brooklyn,Crown Heights,Entire home/apt,105,4,1
Brooklyn,Williamsburg,Private room,70,2,5
Manhattan,Upper East Side,Entire home/apt,150,5,1
Brooklyn,Bushwick,Private room,70,1,14
Brooklyn,Cobble Hill,Private room,59,7,33
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,1000,1,1
Manhattan,East Village,Entire home/apt,160,1,169
Queens,Rockaway Beach,Private room,53,1,14
Queens,Ridgewood,Entire home/apt,140,3,13
Queens,Sunnyside,Entire home/apt,118,2,0
Manhattan,Upper East Side,Private room,81,10,64
Queens,Ridgewood,Private room,55,1,224
Manhattan,East Village,Entire home/apt,149,3,12
Brooklyn,Flatbush,Entire home/apt,100,28,0
Manhattan,East Harlem,Private room,60,3,40
Brooklyn,Flatlands,Private room,69,2,15
Manhattan,Harlem,Private room,110,2,9
Queens,Woodhaven,Private room,60,5,11
Queens,Long Island City,Private room,76,1,13
Bronx,Fordham,Private room,75,2,13
Manhattan,Kips Bay,Entire home/apt,450,2,2
Brooklyn,East Flatbush,Private room,175,1,3
Brooklyn,Park Slope,Entire home/apt,115,5,4
Brooklyn,Bushwick,Entire home/apt,100,3,6
Manhattan,Upper West Side,Entire home/apt,80,3,10
Queens,Springfield Gardens,Private room,55,1,17
Brooklyn,Greenpoint,Private room,119,1,0
Manhattan,Nolita,Private room,80,4,131
Queens,Briarwood,Shared room,73,1,2
Manhattan,Little Italy,Entire home/apt,189,1,168
Brooklyn,Bushwick,Entire home/apt,135,2,10
Manhattan,Washington Heights,Private room,75,2,4
Brooklyn,Bedford-Stuyvesant,Private room,70,3,19
Manhattan,Murray Hill,Entire home/apt,190,29,0
Manhattan,East Village,Private room,75,3,0
Manhattan,Lower East Side,Entire home/apt,150,3,41
Brooklyn,Bedford-Stuyvesant,Entire home/apt,97,1,2
Queens,South Ozone Park,Shared room,30,4,0
Manhattan,Gramercy,Private room,100,4,115
Manhattan,Financial District,Entire home/apt,189,30,0
Bronx,Kingsbridge,Private room,75,1,0
Manhattan,Hell's Kitchen,Shared room,85,1,12
Manhattan,West Village,Entire home/apt,115,30,7
Bronx,Mott Haven,Private room,79,2,11
Brooklyn,Clinton Hill,Private room,40,1,1
Manhattan,Harlem,Entire home/apt,100,3,1
Manhattan,East Harlem,Private room,40,7,9
Manhattan,Upper East Side,Private room,200,2,43
Brooklyn,Bedford-Stuyvesant,Private room,45,1,45
Queens,Elmhurst,Private room,80,1,3
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,20,2
Manhattan,East Village,Entire home/apt,400,1,15
Manhattan,Midtown,Entire home/apt,699,3,4
Manhattan,Upper East Side,Entire home/apt,200,30,0
Queens,Ridgewood,Entire home/apt,100,4,7
Brooklyn,Greenpoint,Entire home/apt,159,30,5
